orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation	is_tf	is_kinases	is_virulence_gene	order_peaktime	scer_orthologs	scer_ortholog_descriptions
CNAG_06182			minichromosome maintenance protein 4 (cell division control protein 54)	DNA helicase (EC 3.6.4.12)	minichromosome maintenance protein 4 (cell division control protein 54)	MCM4_SCHPODN|A replication licensing factor mcm4 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mcm4 PE=1 SV=2					MCM4	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54)
CNAG_06183			origin recognition complex subunit 4	Origin recognition complex subunit 4	origin recognition complex subunit 4	ORC4_PONAB|Origin recognition complex subunit 4 OS=Pongo abelii OX=9601 GN=ORC4 PE=2 SV=1				775	ORC4	Origin recognition complex subunit 4 (Origin recognition complex 56 kDa subunit)
CNAG_06184			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant					520		
CNAG_06185			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant					47		
CNAG_06186			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	YLX5_SCHPOUN|C93-like protein C922.05c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC922.05c PE=3 SV=1						
CNAG_06188			hypothetical protein	Uncharacterized protein	hypothetical protein		TRUE					
CNAG_06189			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06190			N-acetylglucosamine-6-phosphate deacetylase	N-acetylglucosamine-6-phosphate deacetylase	N-acetylglucosamine-6-phosphate deacetylase	NAGA_CAEEL|N-acetylglucosamine-6-phosphate deacetylase OS=Caenorhabditis elegans OX=6239 GN=F59B2.3 PE=3 SV=1						
CNAG_06191			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06192			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06193	CRK1		CMGC/RCK protein kinase	CMGC/RCK protein kinase	CMGC/RCK protein kinase	MAK_MOUSE|Serine/threonine-protein kinase MAK OS=Mus musculus OX=10090 GN=Mak PE=1 SV=2		TRUE			IME2	Meiosis induction protein kinase IME2/SME1 (EC 2.7.11.1)
CNAG_06194			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06195			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06196			synaptosomal-associated protein, 23kDa	Synaptosomal-associated protein, 23kDa	synaptosomal-associated protein, 23kDa	SEC9_YARLI|Protein transport protein SEC9 OS=Yarrowia lipolytica (strain CLIB 122 / E 150) OX=284591 GN=SEC9 PE=3 SV=1					SEC9	Protein transport protein SEC9
CNAG_06197			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06199			nuclear DNA helicase II	Nuclear DNA helicase II	nuclear DNA helicase II	DHX36_RATAT|P-dependent DNA/RNA helicase DHX36 OS=Rattus norvegicus OX=10116 GN=Dhx36 PE=1 SV=1				118		Putative ATP-dependent RNA helicase YLR419W (EC 3.6.4.13)
CNAG_06200			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	PER_PERAM|Period circadian protein OS=Periplaneta americana OX=6978 GN=per PE=2 SV=2						
CNAG_06201			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06202			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06203	MAT2		hypothetical protein	Uncharacterized protein	HMG-box transcription factor, putative	MATMC_SCHKA|Mating-type M-specific polypeptide Mc OS=Schizosaccharomyces kambucha OX=204045 GN=matMc PE=3 SV=1						
CNAG_06204			high-affinity nicotinic acid transporter	High-affinity nicotinic acid transporter	high-affinity nicotinic acid transporter	HXNP_EMENI|Major facilitator-type transporter hxnP OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=hxnP PE=2 SV=1						
CNAG_06205	BLP3		hypothetical protein	Uncharacterized protein	pr4/barwin domain protein							
CNAG_06206			ATP-dependent RNA helicase DBP9	ATP-dependent RNA helicase DBP9	ATP-dependent RNA helicase DBP9	DBP9_CRYNBAT|P-dependent RNA helicase DBP9 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=DBP9 PE=3 SV=1					DBP9	ATP-dependent RNA helicase DBP9 (EC 3.6.4.13) (DEAD box protein 9)
CNAG_06207			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06208			heat shock 70kDa protein 4	Heat shock 70kDa protein 4	heat shock 70kDa protein 4	HSP88_NEUCR|Heat shock protein hsp88 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=hsp88 PE=1 SV=1				88	SSE1; SSE2	Heat shock protein homolog SSE1 (Chaperone protein MSI3); Heat shock protein homolog SSE2
CNAG_06209			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06213			hypothetical protein	Uncharacterized protein	hypothetical protein					20		
CNAG_06214			hypothetical protein	Uncharacterized protein	hypothetical protein					1055		UPF0768 protein YBL029C-A
CNAG_06215			hypothetical protein	Uncharacterized protein	hypothetical protein	AIM32_DEBHA|Altered inheritance of mitochondria protein 32 OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) OX=284592 GN=AIM32 PE=3 SV=2					AIM32; APD1	Altered inheritance of mitochondria protein 32; Actin patches distal protein 1
CNAG_06216			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06217			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06218			amidase	Amidase	Amidase	FAAH1_HUMAN|Fatty-acid amide hydrolase 1 OS=Homo sapiens OX=9606 GN=FAAH PE=1 SV=2						
CNAG_06219			amyloid beta protein binding protein 1	NEDD8-activating enzyme E1 regulatory subunit	amyloid beta protein binding protein 1	ULA1_DANRENED|D8-activating enzyme E1 regulatory subunit OS=Danio rerio OX=7955 GN=nae1 PE=2 SV=2					ULA1	NEDD8-activating enzyme E1 regulatory subunit (E1 N-terminus-related protein 2) (Ubiquitin-activating enzyme E1-like 1) (Ubiquitin-like activation protein 1)
CNAG_06220			allergen	Allergen	allergen							
CNAG_06221			diphthamide biosynthesis protein 2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (EC 2.5.1.108)	diphthamide biosynthesis protein 2	DPH2_CRYN|B2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=DPH2 PE=3 SV=1					DPH2	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (EC 2.5.1.108) (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)
CNAG_06222			large subunit ribosomal protein L32e	Large subunit ribosomal protein L32e	large subunit ribosomal protein L32e	RL32_NEUCR60|S ribosomal protein L32 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=crp-63 PE=3 SV=1					RPL32	60S ribosomal protein L32 (Large ribosomal subunit protein eL32)
CNAG_06223			E3 SUMO-protein ligase PIAS1	E3 SUMO-protein ligase PIAS1	E3 SUMO-protein ligase PIAS1	PLI1_SCHPO|E3 SUMO-protein ligase pli1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pli1 PE=1 SV=3	TRUE				SIZ1	E3 SUMO-protein ligase SIZ1 (EC 2.3.2.-) (E3 SUMO-protein transferase SIZ2) (SAP and Miz-finger domain-containing protein 1) (Ubiquitin-like protein ligase 1)
CNAG_06224	MLN2		nuclear movement protein nudC	Nuclear movement protein nudC	nuclear movement protein nudC	NUDC_RAT|Nuclear migration protein nudC OS=Rattus norvegicus OX=10116 GN=Nudc PE=1 SV=1						
CNAG_06225			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06226			NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5	NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex 5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5	NDUA5_MACFANAD|H dehydrogenase						
CNAG_06227			fanconi-associated nuclease 1	Fanconi-associated nuclease (EC 3.1.4.1)	fanconi-associated nuclease 1	FAN1_SCHPO|Fanconi-associated nuclease 1 homolog OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC146.06c PE=1 SV=1				954		
CNAG_06228			MIF4G/MA4 domain-containing protein	MIF4G/MA4 domain-containing protein	MIF4G/MA4 domain-containing protein	SGD1_SCHPO|Suppressor of glycerol defect protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=sgd1 PE=3 SV=1					SGD1	Suppressor of glycerol defect protein 1
CNAG_06229			hypothetical protein	Uncharacterized protein	hypothetical protein	SGT1A_ARATH|Protein SGT1 homolog A OS=Arabidopsis thaliana OX=3702 GN=SGT1A PE=1 SV=1					SGT1	Protein SGT1 (Suppressor of G2 allele of SKP1)
CNAG_06230			hypothetical protein	Uncharacterized protein	hypothetical protein					1012		
CNAG_06231			large subunit ribosomal protein L13	Large subunit ribosomal protein L13	large subunit ribosomal protein L13	RL16_NEUCR60|S ribosomal protein L16 OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=crp-46 PE=3 SV=1					RPL16A; RPL16B	60S ribosomal protein L16-A (L13a) (L21) (Large ribosomal subunit protein uL13-A) (RP22) (YL15); 60S ribosomal protein L16-B (L21) (Large ribosomal subunit protein uL13-B) (RP23) (YL15)
CNAG_06233			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06234			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06235			hypothetical protein	Uncharacterized protein	hypothetical protein	NTM1_YEAST|Alpha N-terminal protein methyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TAE1 PE=1 SV=1					TAE1	Alpha N-terminal protein methyltransferase 1 (EC 2.1.1.244) (Translation associated element 1) (X-Pro-Lys N-terminal protein methyltransferase 1) (NTM1)
CNAG_06236			RNA exonuclease NGL2	RNA exonuclease NGL2	RNA exonuclease NGL2	YNTB_SCHPO|Probable RNA exonuclease C9B6.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC9B6.11c PE=3 SV=1				711	NGL2; NGL3	RNA exonuclease NGL2 (EC 3.1.-.-) (Carbon catabolite repressor protein 4 homolog); Probable RNA exonuclease NGL3 (EC 3.1.-.-)
CNAG_06237			YeeE/YedE family protein	YeeE/YedE family protein	YeeE/YedE family protein	Y1893_XYLFTUP|F0394 membrane protein PD_1893 OS=Xylella fastidiosa (strain Temecula1 / ATCC 700964) OX=183190 GN=PD_1893 PE=3 SV=1				793		
CNAG_06238			glutathione S-transferase	Glutathione S-transferase	Glutathione S-transferase	GSTUN_ARATH|Glutathione S-transferase U23 OS=Arabidopsis thaliana OX=3702 GN=GSTU23 PE=1 SV=1						
CNAG_06239			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06240			protein disulfide-isomerase	Protein disulfide-isomerase (EC 5.3.4.1)	protein disulfide-isomerase	PDI_HUMIN|Protein disulfide-isomerase OS=Humicola insolens OX=34413 PE=1 SV=1					PDI1	Protein disulfide-isomerase (PDI) (EC 5.3.4.1) (Thioredoxin-related glycoprotein 1)
CNAG_06241	CFO1		acidic laccase	Acidic laccase	acidic laccase	FER1_USTMA|Iron multicopper oxidase fer1 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=fer1 PE=2 SV=1					FET3; FET5	Iron transport multicopper oxidase FET3 (EC 1.-.-.-); Iron transport multicopper oxidase FET5 (EC 1.-.-.-)
CNAG_06242	CFT1		high-affinity iron permease CaFTR1	High-affinity iron permease CaFTR1	Cryptococcus ferric transporter 1	FTR1_RHIO9|High affinity iron permease 1 OS=Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) OX=246409 GN=ftr1 PE=1 SV=1					FTR1	Plasma membrane iron permease
CNAG_06243			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06244			hypothetical protein	Uncharacterized protein	hypothetical protein					70		
CNAG_06245			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06246			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06247			hypothetical protein	Uncharacterized protein	hypothetical protein	MGTA_MYCTOGD|P-mannose-dependent alpha-mannosyltransferase OS=Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh) OX=83331 GN=mgtA PE=3 SV=1						
CNAG_06248	CLU1	J9VYI2	protein TIF31	Clustered mitochondria protein homolog (Protein TIF31 homolog)	protein TIF31	CLU_CRYNB|Clustered mitochondria protein homolog OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=CLU1 PE=3 SV=1					CLU1	Clustered mitochondria protein 1 (Translation initiation factor 31) (eIF3-associated protein p135)
CNAG_06249			taurine catabolism dioxygenase TauD	Taurine catabolism dioxygenase TauD	taurine catabolism dioxygenase TauD, taurine catabolism dioxygenase TauD, variant	TAUD_ECOLI|Alpha-ketoglutarate-dependent taurine dioxygenase OS=Escherichia coli (strain K12) OX=83333 GN=tauD PE=1 SV=3						
CNAG_06250			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06251			ser/Thr protein phosphatase family protein	Ser/Thr protein phosphatase	Ser/Thr protein phosphatase	ASM3A_RAT|Acid sphingomyelinase-like phosphodiesterase 3a OS=Rattus norvegicus OX=10116 GN=Smpdl3a PE=2 SV=1						
CNAG_06252	CCD6		hypothetical protein	Uncharacterized protein	Fungal Zn(2)-Cys(6) binuclear cluster domain protein	ATNN_EMENI|Aspercryptin biosynthesis cluster-specific transcription regulator atnN OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=atnN PE=3 SV=1	TRUE					
CNAG_06253			sugar transporter	Sugar transporter	Sugar transporter							
CNAG_06256			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06259			MFS transporter, SP family, general alpha glucoside:H  symporter	MFS transporter, SP family, general alpha glucoside:H symporter	MFS transporter, SP family, general alpha glucoside:H symporter	MAL61_YEASX|Maltose permease MAL61 OS=Saccharomyces cerevisiae OX=4932 GN=MAL61 PE=3 SV=1						
CNAG_06260			alpha-glucosidase	Alpha-glucosidase	Alpha-glucosidase	MALT_SCHPO|Alpha-glucosidase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mal1 PE=2 SV=1					IMA1; IMA2; IMA3; IMA4; IMA5; MAL12; MAL32	Oligo-1,6-glucosidase IMA1 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 1); Oligo-1,6-glucosidase IMA2 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 2); Oligo-1,6-glucosidase IMA3 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 3); Oligo-1,6-glucosidase IMA4 (EC 3.2.1.10) (Alpha-glucosidase) (Flocculent-specific protein 2) (Isomaltase 4); Oligo-1,6-glucosidase IMA5 (EC 3.2.1.10) (Alpha-glucosidase) (Isomaltase 5); Alpha-glucosidase MAL12 (EC 3.2.1.20) (Maltase); Alpha-glucosidase MAL32 (EC 3.2.1.20) (Maltase)
CNAG_06263			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant							
CNAG_06265			high-affinity nicotinic acid transporter	High-affinity nicotinic acid transporter	high-affinity nicotinic acid transporter	YFZ4_SCHPO|Uncharacterized transporter C1039.04 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1039.04 PE=3 SV=1						
CNAG_06266			hypothetical protein	Uncharacterized protein	hypothetical protein	FAP1_SCHPO|L-pipecolate oxidase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=fap1 PE=1 SV=1						
CNAG_06267			hypothetical protein	Uncharacterized protein	hypothetical protein	RDS1_SCHPO|Protein rds1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rds1 PE=2 SV=2						
CNAG_06271			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06272			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06273			hypothetical protein	Ribosome biogenesis regulatory protein	hypothetical protein	RRS1_MOUSE|Ribosome biogenesis regulatory protein homolog OS=Mus musculus OX=10090 GN=Rrs1 PE=1 SV=1					RRS1	Regulator of ribosome biosynthesis
CNAG_06274			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06276	CEP3		hypothetical protein	Uncharacterized protein	Centromere DNA-binding protein complex CBF3 subunit B, putative	YAKB_SCHPO|Uncharacterized transcriptional regulatory protein C1F7.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC1F7.11c PE=4 SV=1	TRUE				CEP3	Centromere DNA-binding protein complex CBF3 subunit B (Centromere protein 3)
CNAG_06277			ribosomal RNA-processing protein 12	Ribosomal RNA-processing protein 12	ribosomal RNA-processing protein 12	RRP12_SCHPO|Putative ribosomal RNA-processing protein 12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rrp12 PE=3 SV=1					RRP12	Ribosomal RNA-processing protein 12
CNAG_06278	TCO7		hypothetical protein	Uncharacterized protein	Two-component-like sensor kinase	GACS_PSEPH|Sensor histidine kinase GacS OS=Pseudomonas protegens (strain DSM 19095 / LMG 27888 / CHA0) OX=1124983 GN=gacS PE=3 SV=1		TRUE				
CNAG_06279			transportin-3	Transportin-3	transportin-3	MTR10_YEAS|TmRNA transport regulator MTR10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTR10 PE=1 SV=1					MTR10	mRNA transport regulator MTR10
CNAG_06280			nuclear protein	Nuclear protein	nuclear protein	THP3_SCHPOTH|P3 homolog C2A9.11c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC2A9.11c PE=3 SV=1					THP3	Protein THP3 (THO-related protein 3)
CNAG_06281			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06282			WD-repeat protein 48	WD-repeat protein 48	WD-repeat protein 48	BU107_SCHPOUB|P9-binding protein bun107 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=bun107 PE=1 SV=1						
CNAG_06283	LIV4		nucleolar protein	Nucleolar protein	putative myb-like mRNA polymerase I termination factor	MYBA_DICDI|Myb-like protein A OS=Dictyostelium discoideum OX=44689 GN=mybA PE=4 SV=2	TRUE			86	NSI1; REB1	RNA polymerase I termination factor (NTS1 silencing protein 1); DNA-binding protein REB1 (QBP)
CNAG_06284			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06285			hypothetical protein	Uncharacterized protein	hypothetical protein							
CNAG_06286			hypothetical protein	Uncharacterized protein	hypothetical protein					1041		
CNAG_06287	GPX2		glutathione peroxidase	Glutathione peroxidase	Glutathione peroxidase	GPX3_YEAST|Glutathione peroxidase-like peroxiredoxin HYR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HYR1 PE=1 SV=1						
CNAG_06288			RNA binding protein	RNA binding protein	RNA binding protein	RU1A_SCHPO|U1 small nuclear ribonucleoprotein usp102 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=usp102 PE=1 SV=1					MSL1; MUD1	U2 small nuclear ribonucleoprotein B'' (U2 snRNP B''); U1 small nuclear ribonucleoprotein A (U1 snRNP A) (U1-A) (U1A) (Mutant U1 die protein 1)
CNAG_06289			hypothetical protein	Uncharacterized protein	hypothetical protein	VWKA_DICDI|Alpha-protein kinase vwkA OS=Dictyostelium discoideum OX=44689 GN=vwkA PE=1 SV=1						
CNAG_06290	HXT2		high-affinity glucose transporter SNF3	High-affinity glucose transporter SNF3	Low-affinity glucose transporter HXT2	RAG1_KLULA|Low-affinity glucose transporter OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) OX=284590 GN=RAG1 PE=1 SV=1					GAL2; HXT1; HXT10; HXT11; HXT13; HXT15; HXT16; HXT17; HXT2; HXT3; HXT4; HXT5; HXT6; HXT7; HXT8; HXT9; RGT2; SNF3	Galactose transporter (Galactose permease); Low-affinity glucose transporter HXT1; Hexose transporter HXT10; Hexose transporter HXT11 (Low-affinity glucose transporter LGT3); Hexose transporter HXT13; Hexose transporter HXT15; Hexose transporter HXT16; Hexose transporter HXT17; High-affinity glucose transporter HXT2; Low-affinity glucose transporter HXT3; Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1); Probable glucose transporter HXT5; High-affinity hexose transporter HXT6; High-affinity hexose transporter HXT7; Hexose transporter HXT8; Hexose transporter HXT9; High-affinity glucose transporter RGT2; High-affinity glucose transporter SNF3
