oln_id	scer_gene_name	sgd_description	scer_uniprot_description	uniprot_acc	is_tf	is_kinases	peak_time	cneo_orthologs	cneo_ortholog_descriptions
YGR047C	TFC4	Subunit of RNA polymerase III transcription initiation factor complex; one of six subunits of RNA polymerase III transcription initiation factor complex (TFIIIC); part of the TauA domain of TFIIIC that binds BoxA DNA promoter sites of tRNA and similar genes; has TPR motifs; human homolog is TFIIIC-102	Transcription factor tau 131 kDa subunit (TFIIIC 131 kDa subunit) (Transcription factor C subunit 4)	P33339					
									
YGR048W	UFD1	Substrate-recruiting cofactor of the Cdc48p-Npl4p-Ufd1p segregase; polyubiquitin binding protein that assists in the dislocation of misfolded, ERAD substrates that are subsequently delivered to the proteasome for degradation; involved in regulated destruction of ER membrane proteins such as HMG-CoA reductase (Hmg1/2p) and cytoplasmic proteins (Fbp1p); involved in mobilizing membrane bound transcription factors by regulated Ub/proteasome-dependent processing (RUP)	Ubiquitin fusion degradation protein 1 (UB fusion protein 1) (Polymerase-interacting protein 3)	P53044					
									
YGR049W	SCM4	Mitochondrial outer membrane protein of unknown function; predicted to have 4 transmembrane segments; import is mediated by Tom70p and Mim1p; interacts genetically with a cdc4 mutation; SCM4 has a paralog, ATG33, that arose from the whole genome duplication	Protein SCM4 (Suppressor of CDC4 mutation 4)	P32564					
									
YGR050C		Protein of unknown function; mRNA identified as translated by ribosome profiling data	Uncharacterized protein YGR050C	P53231					
									
YGR051C		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YGR051C is not an essential gene							
									
YGR052W	FMP48	Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; induced by treatment with 8-methoxypsoralen and UVA irradiation	Probable serine/threonine-protein kinase FMP48 (EC 2.7.11.1) (Found in mitochondrial proteome protein 48)	P53233		TRUE			
									
YGR053C		Putative protein of unknown function	Uncharacterized protein YGR053C	P53234					
									
YGR054W		Eukaryotic initiation factor eIF2A; associates specifically with both 40S subunits and 80 S ribosomes, and interacts genetically with both eIF5b and eIF4E; homologous to mammalian eIF2A	Eukaryotic translation initiation factor 2A (eIF-2A)	P53235					
									
YGR055W	MUP1	High affinity methionine permease; integral membrane protein with 13 putative membrane-spanning regions; also involved in cysteine uptake	High-affinity methionine permease	P50276					
									
YGR056W	RSC1	Component of the RSC chromatin remodeling complex; required for expression of mid-late sporulation-specific genes; contains two essential bromodomains, a bromo-adjacent homology (BAH) domain, and an AT hook; RSC1 has a paralog, RSC2, that arose from the whole genome duplication	Chromatin structure-remodeling complex subunit RSC1 (RSC complex subunit RSC1) (Remodel the structure of chromatin complex subunit 1)	P53236					
									
YGR057C	LST7	Subunit of the Lst4p-Lst7p GTPase activating protein complex for Gtr2p; stimulates the GTPase activity of Rag family GTPase Gtr2p, within the context of the Gtr1p-Gtr2p heterodimer, after amino acid stimulation; required for activation of TORC1 in response to amino acid stimulation; recruited to the vacuolar membrane during amino acid starvation and released from the membrane by TORC1; required for the transport of amino acid permease Gap1p from the Golgi to the cell surface	Protein LST7 (Lethal with SEC thirteen protein 7)	P53237					
									
YGR058W	PEF1	Penta-EF-hand protein; required for polar bud growth and cell wall abscission; binds calcium and zinc with different affinity; localizes to bud site in G1, bud neck in G2; binds to Sec31p and modulates COPII coat assembly	Peflin (Penta-EF hand domain-containing protein 1)	P53238					
									
YGR059W	SPR3	Sporulation-specific homolog of the CDC3/10/11/12 family of genes; septin protein involved in sporulation; regulated by ABFI; the yeast CDC3/10/11/12 family is a family of bud neck microfilament genes	Sporulation-regulated protein 3	P41901					
									
snR48	SNR48	C/D box small nucleolar RNA (snoRNA); guides 2'-O-methylation of large subunit (LSU) rRNA at positions G2791 and G2793							
									
YGR060W	ERG25	C-4 methyl sterol oxidase; catalyzes the first of three steps required to remove two C-4 methyl groups from an intermediate in ergosterol biosynthesis; mutants accumulate the sterol intermediate 4,4-dimethylzymosterol; human MSMO1 functionally complements the growth defect caused by repression of ERG25 expression	Methylsterol monooxygenase (EC 1.14.18.9) (C-4 methylsterol oxidase)	P53045					
									
YGR061C	ADE6	Formylglycinamidine-ribonucleotide (FGAM)-synthetase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	P38972					
									
YGR062C	COX18	Protein required for membrane insertion of C-terminus of Cox2p; mitochondrial integral inner membrane protein; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC; respiratory defect of the null mutant is functionally complemented by human COX18 carrying the N-terminal 54 amino acids of S. cerevisiae Cox18p	Cytochrome c oxidase assembly protein COX18, mitochondrial (Cytochrome c oxidase assembly protein 18)	P53239			3		
									
YGR064W		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SPT4/YGR063C							
									
YGR063C	SPT4	Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner, and along with RNAP I and II has multiple roles regulating transcriptional elongation, RNA processing, quality control, and transcription-coupled repair; localizes to kinetochores and heterochromatin, influencing chromosomal dynamics and silencing; required for transcription through long trinucleotide repeats in ORFs and non-protein coding regions	Transcription elongation factor SPT4 (Chromatin elongation factor SPT4)	P32914					
									
YGR065C	VHT1	High-affinity plasma membrane H+-biotin (vitamin H) symporter; mutation results in fatty acid auxotrophy; 12 transmembrane domain containing major facilitator subfamily member; mRNA levels negatively regulated by iron deprivation and biotin	Vitamin H transporter (H(+)/biotin symporter)	P53241					
									
YGR066C		Putative protein of unknown function	Uncharacterized protein YGR066C	P53242					
									
YGR067C		Putative protein of unknown function; contains a zinc finger motif similar to that of Adr1p	Zinc finger protein YGR067C	P53243	TRUE				
									
YGR068W-A		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with the uncharacterized ORF YGR068C							
									
YGR069W		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data							
									
YGR068C	ART5	Protein proposed to regulate endocytosis of plasma membrane proteins; regulates by recruiting the ubiquitin ligase Rsp5p to its target in the plasma membrane; SWAT-GFP and mCherry fusion proteins localize to the cytosol	Arrestin-related trafficking adapter 5	P53244			77		
									
YGR070W	ROM1	Guanine nucleotide exchange factor (GEF) for Rho1p; mutations are synthetically lethal with mutations in rom2, which also encodes a GEP; ROM1 has a paralog, ROM2, that arose from the whole genome duplication	RHO1 GDP-GTP exchange protein 1 (Protein kinase C suppressor SKC1)	P53046			81		
									
YGR071C	ENV11	Protein proposed to be involved in vacuolar functions; mutant shows defect in CPY processing and fragmented vacuoles; deletion mutant has increased glycogen accumulation and displays elongated buds; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; ENV11 has a paralog, VID22, that arose from the whole genome duplication	Late endosome and vacuole interface protein 11	P53246					
									
YGR072W	UPF3	Component of the nonsense-mediated mRNA decay (NMD) pathway; along with Nam7p and Nmd2p; involved in decay of mRNA containing nonsense codons; involved in telomere maintenance	Nonsense-mediated mRNA decay protein 3 (Up-frameshift suppressor 3)	P48412					
									
YGR074W	SMD1	Core Sm protein Sm D1; part of heteroheptameric complex (with Smb1p, Smd2p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; relocalizes to the cytosol in response to hypoxia; homolog of human Sm D1; protein abundance increases in response to DNA replication stress	Small nuclear ribonucleoprotein Sm D1 (Sm-D1) (snRNP core protein D1)	Q02260					
									
YGR073C		Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; extensively overlaps essential SMD1 gene encoding a U6 snRNP protein							
									
YGR075C	PRP38	Unique component of the U4/U6.U5 tri-snRNP particle; tri-snRNP is required for conformational changes which result in the catalytic activation of the spliceosome; dispensable for spliceosome assembly	Pre-mRNA-splicing factor 38 (Pre-mRNA-processing factor 38)	Q00723					
									
YGR076C	MRPL25	Mitochondrial ribosomal protein of the large subunit; mutation confers increased replicative lifespan	54S ribosomal protein L25, mitochondrial (Mitochondrial large ribosomal subunit protein mL59) (YmL25)	P23369					
									
YGR077C	PEX8	Intraperoxisomal organizer of the peroxisomal import machinery; organizes the formation of the importomer complex, bridging the docking complex with the RING finger complex; tightly associated with the lumenal face of the peroxisomal membrane; essential for peroxisome biogenesis; binds PTS1-signal receptor Pex5p, and PTS2-signal receptor Pex7p	Peroxisomal biogenesis factor 8 (Peroxin-8) (Peroxisomal protein PAS6)	P53248					
									
YGR078C	PAC10	Part of the heteromeric co-chaperone GimC/prefoldin complex; complex promotes efficient protein folding	Prefoldin subunit 3 (Genes involved in microtubule biogenesis protein 2) (Gim complex subunit 2) (GimC subunit 2)	P48363					
									
YGR079W		Putative protein of unknown function; YGR079W is not an essential gene	Putative uncharacterized protein YGR079W	P53249					
									
YGR080W	TWF1	Twinfilin; highly conserved actin monomer-sequestering protein involved in regulation of the cortical actin cytoskeleton; coordinates actin filament severing and monomer sequestering at sites of rapid actin turnover; composed of two cofilin-like regions, stimulates actin depolymerization as does the mouse homolog, mTwf1	Twinfilin-1 (Twinfilin-A)	P53250					
									
YGR081C	SLX9	Protein required for pre-rRNA processing; associated with the 90S pre-ribosome and 43S small ribosomal subunit precursor; interacts with U3 snoRNA; deletion mutant has synthetic fitness defect with an sgs1 deletion mutant	Ribosome biogenesis protein SLX9	P53251					
									
YGR082W	TOM20	Component of the TOM (translocase of outer membrane) complex; responsible for recognition and initial import steps for all mitochondrially directed proteins; acts as a receptor for incoming precursor proteins	Mitochondrial import receptor subunit TOM20 (Mitochondrial 20 kDa outer membrane protein) (Protein MAS20) (Translocase of outer membrane 20 kDa subunit)	P35180					
									
YGR083C	GCD2	Delta subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression	Translation initiation factor eIF-2B subunit delta (GCD complex subunit GCD2) (Guanine nucleotide exchange factor subunit GCD2) (eIF-2B GDP-GTP exchange factor subunit delta)	P12754					
									
YGR084C	MRP13	Mitochondrial ribosomal protein of the small subunit	37S ribosomal protein MRP13, mitochondrial (Mitochondrial small ribosomal subunit protein mS44) (YmS-A)	P12686					
									
YGR085C	RPL11B	Ribosomal 60S subunit protein L11B; expressed at half the level of Rpl11Ap; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11B has a paralog, RPL11A, that arose from the whole genome duplication	60S ribosomal protein L11-B (L16) (Large ribosomal subunit protein uL5-B) (RP39) (YL22)	Q3E757					
									
YGR086C	PIL1	Eisosome core component; eisosomes are large immobile cell cortex structures associated with endocytosis; detected in phosphorylated state in mitochondria; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutant shows activation of Pkc1p/Ypk1p stress resistance pathways; member of BAR domain family; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress	Sphingolipid long chain base-responsive protein PIL1	P53252					
									
YGR087C	PDC6	Minor isoform of pyruvate decarboxylase; decarboxylates pyruvate to acetaldehyde, involved in amino acid catabolism; transcription is glucose- and ethanol-dependent, and is strongly induced during sulfur limitation	Pyruvate decarboxylase isozyme 3 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	P26263					
