orf_id	gene_names	uniprot_acc	broad_gene_name	uniprot_gene_name	fungidb_gene_name	blast2go_annotation
CNAG_06695			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06696			protein phosphatase PP2A regulatory subunit B	Protein phosphatase PP2A regulatory subunit B	protein phosphatase PP2A regulatory subunit B	2ABA_SCHPO|Protein phosphatase PP2A regulatory subunit B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pab1 PE=1 SV=2
CNAG_06697			TTK protein kinase	TTK protein kinase	TTK protein kinase, TTK protein kinase, variant	MPH1L_SCHPO|Serine/threonine-protein kinase mph1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=mph1 PE=2 SV=1
CNAG_06698			phosphatase	Phosphatase	phosphatase	HXPA_ECOLI|Hexitol phosphatase A OS=Escherichia coli (strain K12) OX=83333 GN=hxpA PE=1 SV=2
CNAG_06699	GPD		glyceraldehyde-3-phosphate dehydrogenase	Glyceraldehyde-3-phosphate dehydrogenase (EC 1.2.1.12)	glyceraldehyde-3-phosphate dehydrogenase	G3P_CRYNB|Glyceraldehyde-3-phosphate dehydrogenase OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=GPD PE=3 SV=1
CNAG_06703			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06704			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06705			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06706			proline-, glutamic acid- and leucine-rich protein 1	Proline-, glutamic acid-and leucine-rich protein 1	proline-, glutamic acid- and leucine-rich protein 1	
CNAG_06707			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06708			dCMP deaminase	dCMP deaminase	dCMP deaminase	DCTD_SCHPO|Deoxycytidylate deaminase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC2G2.13c PE=3 SV=2
CNAG_06709			hypothetical protein	Uncharacterized protein	hypothetical protein	TTI1_SCHPOTE|L2-interacting protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=tti1 PE=1 SV=1
CNAG_06710			hypothetical protein	Uncharacterized protein	hypothetical protein	COAA_DICDI|Coactosin OS=Dictyostelium discoideum OX=44689 GN=coaA PE=1 SV=1
CNAG_06711			signal recognition particle receptor subunit beta	Signal recognition particle receptor subunit beta	signal recognition particle receptor subunit beta	
CNAG_06712			hypothetical protein	Uncharacterized protein	hypothetical protein	PMP3_ASPFU|Plasma membrane proteolipid 3 OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=pmp3 PE=3 SV=1
CNAG_06713			cysteine-tRNA ligase	Cysteine-tRNA ligase	cysteine-tRNA ligase	SYC_YEAST|Cysteine--tRNA ligase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL247W PE=1 SV=1
CNAG_06714			endoplasmic reticulum vesicle protein 25	Endoplasmic reticulum vesicle protein 25	endoplasmic reticulum vesicle protein 25	TMEDA_CRYNJ|Endoplasmic reticulum vesicle protein 25 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=ERV25 PE=3 SV=1
CNAG_06715			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06716			hypothetical protein	Uncharacterized protein	hypothetical protein	RU2B2_ARATH|U2 small nuclear ribonucleoprotein B'' 2 OS=Arabidopsis thaliana OX=3702 GN=At1g06960 PE=1 SV=1
CNAG_06717			acyl-CoA-dependent ceramide synthase	Acyl-CoA-dependent ceramide synthase	Acyl-CoA-dependent ceramide synthase	FUM18_GIBM7|Sphingosine N-acyltransferase-like protein FUM18 OS=Gibberella moniliformis (strain M3125 / FGSC 7600) OX=334819 GN=FUM18 PE=3 SV=1
CNAG_06718			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06719			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06722			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06723			succinate dehydrogenase (ubiquinone) membrane anchor subunit	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	succinate dehydrogenase (ubiquinone) membrane anchor subunit	DHSD_SCHPO|Succinate dehydrogenase
CNAG_06724			DNA repair and recombination protein RAD52	DNA repair and recombination protein RAD52	DNA repair and recombination protein RAD52	RAD22_SCHPODN|A repair and recombination protein rad22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rad22 PE=1 SV=2
CNAG_06725			DNA polymerase delta subunit 2	DNA polymerase delta subunit 2	DNA polymerase delta subunit 2	DPOD2_ARATHDN|A polymerase delta small subunit OS=Arabidopsis thaliana OX=3702 GN=POLD2 PE=2 SV=2
CNAG_06726	CSR3		chitin synthase regulator 3	Chitin synthase regulator 3	chitin synthase regulator 3	
CNAG_06727			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_06728			kinesin	Kinesin	kinesin	KINH_BOTFU|Kinesin heavy chain OS=Botryotinia fuckeliana OX=40559 GN=klp1 PE=3 SV=1
CNAG_06729			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06731			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06732			hypothetical protein	Uncharacterized protein	hypothetical protein	ATG2_CRYNB|Autophagy-related protein 2 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ATG2 PE=3 SV=1
CNAG_06733	RPN14		hypothetical protein	Uncharacterized protein	19S proteasome regulatory particle base assembly chaperone, putative	RPN14_YEAST26|S proteasome regulatory subunit RPN14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPN14 PE=1 SV=1
CNAG_06734			DNA-directed RNA polymerase I, II, and III subunit rpabc5	DNA-directed RNA polymerase I, II, and III subunit rpabc5	DNA-directed RNA polymerase I, II, and III subunit rpabc5	RPAB5_SCHPODN|A-directed RNA polymerases I, II, and III subunit RPABC5 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=rpb10 PE=1 SV=2
CNAG_06737			vacuolar protein sorting-associated protein	Probable vacuolar protein sorting-associated protein 16 homolog	vacuolar protein sorting-associated protein, vacuolar protein sorting-associated protein, variant	VCL1_ARATH|Protein VACUOLELESS1 OS=Arabidopsis thaliana OX=3702 GN=VCL1 PE=1 SV=1
CNAG_06738			hypothetical protein	Exocyst complex protein EXO70	hypothetical protein	
CNAG_06739			dethiobiotin synthase	Dethiobiotin synthase	dethiobiotin synthase	BIODA_ORYSJ|Bifunctional dethiobiotin synthetase/7,8-diamino-pelargonic acid aminotransferase, mitochondrial OS=Oryza sativa subsp. japonica OX=39947 GN=BIO3-BIO1 PE=2 SV=1
CNAG_06740			septation protein imp2	Septation protein imp2	septation protein imp2	IMP2_SCHPO|Septation protein imp2 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=imp2 PE=1 SV=1
CNAG_06741			ATP-dependent RNA helicase DBP10	ATP-dependent RNA helicase DBP10 (EC 3.6.4.13)	ATP-dependent RNA helicase DBP10	DBP10_CRYNBAT|P-dependent RNA helicase DBP10 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=DBP10 PE=3 SV=1
CNAG_06742			pre-60S factor REI1	Pre-60S factor REI1	pre-60S factor REI1	ZN622_CHICK|Zinc finger protein 622 OS=Gallus gallus OX=9031 GN=ZNF622 PE=2 SV=1
CNAG_06743			hypothetical protein	Uncharacterized protein	hypothetical protein	MMF1_YEAST|Protein MMF1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MMF1 PE=1 SV=1
CNAG_06744	RSC9		chromatin structure-remodeling complex subunit RSC9	Chromatin structure-remodeling complex subunit RSC9	chromatin structure-remodeling complex subunit RSC9	
CNAG_06745	H3		histone H3	Histone H3	Histone H3	H3_CRYNB|Histone H3 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HHT1 PE=3 SV=1
CNAG_06746	H2B		histone H2B	Histone H2B	Histone H2B	H2B_CRYNB|Histone H2B OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HTB1 PE=3 SV=1
CNAG_06747	H2A-1		histone H2A	Histone H2A	Histone H2A, histone H2A, variant	H2A_CRYNB|Histone H2A OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=HTA1 PE=3 SV=1
CNAG_06748			U3 small nucleolar RNA-associated protein 7	U3 small nucleolar RNA-associated protein 7	U3 small nucleolar RNA-associated protein 7	UTP7_SCHPO|Probable U3 small nucleolar RNA-associated protein 7 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=utp7 PE=3 SV=1
CNAG_06749			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06750			hypothetical protein	Uncharacterized protein	hypothetical protein	LNP_XENTR|Endoplasmic reticulum junction formation protein lunapark OS=Xenopus tropicalis OX=8364 GN=lnpk PE=2 SV=1
CNAG_06751			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06752			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_06753			nuclear cap-binding protein subunit 1	Nuclear cap-binding protein subunit 1	nuclear cap-binding protein subunit 1	NCBP1_ORYSJ|Nuclear cap-binding protein subunit 1 OS=Oryza sativa subsp. japonica OX=39947 GN=ABH1 PE=2 SV=1
CNAG_06754			RNA polymerase-associated protein CTR9	RNA polymerase-associated protein CTR9	RNA polymerase-associated protein CTR9	CTR9_YEASTRN|A polymerase-associated protein CTR9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTR9 PE=1 SV=3
CNAG_06755			threonine-tRNA ligase	Threonine-tRNA ligase	threonine-tRNA ligase	SYTC_SCHPO|Threonine--tRNA ligase, cytoplasmic OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ths1 PE=3 SV=1
CNAG_06756			pre-rRNA-processing protein ESF2	Pre-rRNA-processing protein ESF2	pre-rRNA-processing protein ESF2	ESF2_CRYNB|Pre-rRNA-processing protein ESF2 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ESF2 PE=3 SV=1
CNAG_06757			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant 1, hypothetical protein, variant 2	
CNAG_06758			efflux protein	Efflux protein	efflux protein	PUR8_STRAD|Puromycin resistance protein pur8 OS=Streptomyces alboniger OX=132473 GN=pur8 PE=3 SV=1
CNAG_06759	LPI1		dehydrogenase	Dehydrogenase	dehydrogenase	ACTS2_ALTAL|Trans-enoyl reductase ACTTS2 OS=Alternaria alternata OX=5599 GN=ACTTS2 PE=3 SV=1
CNAG_06760			hypothetical protein	Uncharacterized protein	hypothetical protein	MEH_CHLAA|Mesaconyl-C(4)-CoA hydratase OS=Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl) OX=324602 GN=meh PE=1 SV=1
CNAG_06761			siderophore-iron transporter Str1	Siderophore-iron transporter Str1	siderophore-iron transporter Str1	FER7_USTMA|Siderophore transporter fer7 OS=Ustilago maydis (strain 521 / FGSC 9021) OX=237631 GN=fer7 PE=2 SV=1
CNAG_06762	GAT204		hypothetical protein	Uncharacterized protein	GATA transcription factor, capsule-independent antiphagocytic protein	GATA3_ARATHGAT|A transcription factor 3 OS=Arabidopsis thaliana OX=3702 GN=GATA3 PE=2 SV=2
CNAG_06763			serine-tRNA ligase	Serine-tRNA ligase	serine-tRNA ligase	SYS_TREDE|Serine--tRNA ligase OS=Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222) OX=243275 GN=serS PE=3 SV=1
CNAG_06764			short-chain dehydrogenase	Short-chain dehydrogenase	Short-chain dehydrogenase	HCDR_XAN|P22-(R)-hydroxypropyl-CoM dehydrogenase OS=Xanthobacter autotrophicus (strain ATCC BAA-1158 / Py2) OX=78245 GN=xecD PE=1 SV=3
CNAG_06765	LMP1		hypothetical protein	Uncharacterized protein	Low mating performance protein	
CNAG_06766			U3 small nucleolar RNA-associated protein 14	U3 small nucleolar RNA-associated protein 14	U3 small nucleolar RNA-associated protein 14	UT14C_HUMAN|U3 small nucleolar RNA-associated protein 14 homolog C OS=Homo sapiens OX=9606 GN=UTP14C PE=1 SV=1
CNAG_06767			F-type H -transporting ATPase subunit delta	F-type H-transporting ATPase subunit delta	F-type H -transporting ATPase subunit delta	ATPD_AGABIAT|P synthase subunit delta, mitochondrial OS=Agaricus bisporus OX=5341 GN=atpD PE=2 SV=1
CNAG_06769			DNA polymerase gamma 1	DNA polymerase gamma 1	DNA polymerase gamma 1	DPOG_NEUCRDN|A polymerase gamma, mitochondrial OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=mip-1 PE=3 SV=2
CNAG_06770			fructose-bisphosphate aldolase 1	Fructose-bisphosphate aldolase 1	fructose-bisphosphate aldolase 1	ALF1_PARBA|Fructose-bisphosphate aldolase 1 OS=Paracoccidioides lutzii (strain ATCC MYA-826 / Pb01) OX=502779 GN=FBA1 PE=1 SV=3
CNAG_06771			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06772			nucleoporin SEH1	Nucleoporin SEH1	nucleoporin SEH1	SEH1_SCHPO|Nucleoporin seh1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=seh1 PE=1 SV=1
CNAG_06773	SEC24		protein transporter SEC24	Protein transporter SEC24	protein transporter SEC24	SEC24_CRYNB|Protein transport protein SEC24 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=SEC24 PE=3 SV=1
CNAG_06774	TRM8	J9VI13	tRNA (guanine-N(7)-)-methyltransferase	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (Transfer RNA methyltransferase 8) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	tRNA (guanine-N(7)-)-methyltransferase	TRMB_CRYN|BtRNA (guanine-N(7)-)-methyltransferase OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=TRM8 PE=3 SV=1
CNAG_06775			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06777			fructosyl amino acid oxidase	Fructosyl amino acid oxidase	fructosyl amino acid oxidase	
CNAG_06778			serine-threonine kinase receptor-associated protein	Serine-threonine kinase receptor-associated protein	serine-threonine kinase receptor-associated protein	STRAP_MOUSE|Serine-threonine kinase receptor-associated protein OS=Mus musculus OX=10090 GN=Strap PE=1 SV=2
CNAG_06779			small nuclear ribonucleoprotein D1	Small nuclear ribonucleoprotein Sm D1 (snRNP core protein D1)	small nuclear ribonucleoprotein D1	SMD1_DROME|Probable small nuclear ribonucleoprotein Sm D1 OS=Drosophila melanogaster OX=7227 GN=SmD1 PE=1 SV=1
CNAG_06780			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06781			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06782	MNN2		hypothetical protein	Uncharacterized protein	putative alpha-1,2-mannosyltransferase	MNN2_YEAST|Alpha-1,2-mannosyltransferase MNN2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MNN2 PE=1 SV=1
CNAG_06783			enoyl reductase	Enoyl reductase	enoyl reductase	
CNAG_06784			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_06785			kynurenine 3-monooxygenase	Kynurenine 3-monooxygenase	kynurenine 3-monooxygenase	AUAG_STIAU|Aurachin C monooxygenase/isomerase OS=Stigmatella aurantiaca OX=41 GN=auaG PE=1 SV=1
CNAG_06786			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06787			metacaspase	Metacaspase	metacaspase	MCA1_CRYNB|Metacaspase-1 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=MCA1 PE=3 SV=1
CNAG_06790			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06791			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06792			hypothetical protein	Uncharacterized protein	hypothetical protein	VPS68_YEAST|Vacuolar protein sorting-associated protein 68 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS68 PE=1 SV=1
CNAG_06793			exonuclease 1	Exonuclease 1	exonuclease 1	EXO1_ARATH|Exonuclease 1 OS=Arabidopsis thaliana OX=3702 GN=EXO1 PE=2 SV=2
CNAG_06794			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06795			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06796			serine/arginine repetitive matrix protein 1	Serine/arginine repetitive matrix protein 1	serine/arginine repetitive matrix protein 1	SRRM1_MOUSE|Serine/arginine repetitive matrix protein 1 OS=Mus musculus OX=10090 GN=Srrm1 PE=1 SV=2
CNAG_06797			lysine-specific demethylase 3	Lysine-specific demethylase 3	lysine-specific demethylase 3	KDM3A_RAT|Lysine-specific demethylase 3A OS=Rattus norvegicus OX=10116 GN=Kdm3a PE=2 SV=1
CNAG_06798			U3 small nucleolar RNA-associated protein 18	U3 small nucleolar RNA-associated protein 18	U3 small nucleolar RNA-associated protein 18	UTP18_SCHPO|Probable U3 small nucleolar RNA-associated protein 18 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC29A3.06 PE=2 SV=3
CNAG_06799	HEM12		uroporphyrinogen decarboxylase	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	uroporphyrinogen decarboxylase	DCUP_SCHPO|Uroporphyrinogen decarboxylase OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=hem12 PE=3 SV=2
CNAG_06800			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06801			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06802			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06804	BSP3		hypothetical protein	Uncharacterized protein	BTP/PZ domain-containing protein	
CNAG_06805			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06806	ETF1ALPHA		electron transfer flavoprotein alpha subunit	Electron transfer flavoprotein alpha subunit	electron transfer flavoprotein alpha subunit	ETFA_CRYNB|Probable electron transfer flavoprotein subunit alpha, mitochondrial OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=ETF1 PE=3 SV=1
CNAG_06807			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06808	STE3ALPHA		pheromone a factor receptor	Pheromone a factor receptor	pheromone a factor receptor	BBR1_SCHCO|Pheromone B beta 1 receptor OS=Schizophyllum commune OX=5334 GN=BBR1 PE=3 SV=2
CNAG_06809	IKS1		IKS protein kinase	IKS protein kinase	IKS protein kinase	FUSED_DROME|Serine/threonine-protein kinase fused OS=Drosophila melanogaster OX=7227 GN=fu PE=1 SV=2
CNAG_06810			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06811	RPL22ALPHA		large subunit ribosomal protein L22e	Large subunit ribosomal protein L22e	large subunit ribosomal protein L22e	RL22_XENLA60|S ribosomal protein L22 OS=Xenopus laevis OX=8355 GN=rpl22 PE=2 SV=2
CNAG_06812	SPO14ALPHA		phospholipase D	Phospholipase (EC 3.1.4.4)	Phospholipase D, phospholipase D, variant	PLD1_SCHPO|Phospholipase D1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=pld1 PE=1 SV=1
CNAG_06813	CAP1ALPHA		hypothetical protein	Uncharacterized protein	O-glucosyltransferase, putative	CXT1_CRYNJ|Beta-1,2-xylosyltransferase 1 OS=Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565) OX=214684 GN=CXT1 PE=1 SV=1
CNAG_06814	SXI1ALPHA		hypothetical protein	Uncharacterized protein	Alpha cell-type homeodomain transcription factor	
CNAG_06815	FAO1		hypothetical protein	Uncharacterized protein	putative fatty alcohol oxidase	
CNAG_06816			hypothetical protein	Uncharacterized protein	hypothetical protein	
CNAG_06817	UAP1		NCS2 family nucleobase:cation symporter-2	NCS2 family nucleobase:cation symporter-2	uric acid xanthine permease	UAPC_EMENI|Purine permease OS=Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) OX=227321 GN=uapC PE=2 SV=2
CNAG_06818	HAP1		hypothetical protein	Uncharacterized protein	Putative Zn(II)2Cys6 transcription factor, hypothetical protein	
CNAG_06819			DNA helicase INO80	DNA helicase INO80	DNA helicase INO80	INO80_CRYNB|Chromatin-remodeling ATPase INO80 OS=Cryptococcus neoformans var. neoformans serotype D (strain B-3501A) OX=283643 GN=INO80 PE=3 SV=1
CNAG_06820			hypothetical protein	Uncharacterized protein	hypothetical protein, hypothetical protein, variant	
CNAG_06821	FRE2		ferric reductase transmembrane component 4	Ferric reductase transmembrane component 4	ferric reductase transmembrane component 4, ferric reductase transmembrane component 4, variant	FREB_ASPFU|Ferric/cupric reductase transmembrane component B OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) OX=330879 GN=freB PE=2 SV=2
